ReturnID,OrderItemID,OrderID,ProductID,SellerID,ReturnedQuantity,ReturnReason,ReturnDate,ReturnCost
23490,311918,161165,4012,50,1,Damaged,2023-10-27,279.95
23491,311921,161167,1281,245,1,Changed Mind,2025-03-13,121.81
23492,311922,161168,1992,230,1,Not as Described,2024-03-31,252.3
23493,311925,161169,3386,141,1,Poor Quality,2024-06-29,189.75
23494,311927,161170,1438,170,1,Damaged,2025-05-08,80.78
23495,311937,161174,3506,498,1,Changed Mind,2025-01-24,196.42
23496,311949,161180,2066,313,1,Changed Mind,2025-04-02,200.53
23497,311958,161183,114,52,1,Damaged,2024-10-03,118.04
23498,311972,161191,4346,126,1,Not as Described,2023-06-23,108.1
23499,311987,161197,1590,238,1,Changed Mind,2024-10-10,208.07
23500,312025,161216,1956,28,1,Poor Quality,2024-05-09,306.51
23501,312058,161236,4768,261,2,Late Delivery,2025-12-30,548.73
23502,312060,161238,2585,493,2,Wrong Item,2024-11-27,281.53
23503,312088,161252,1272,41,1,Damaged,2025-07-13,98.34
23504,312117,161267,2418,89,1,Changed Mind,2025-02-05,111.0
23505,312118,161267,2053,46,1,Not as Described,2025-02-02,88.03
23506,312126,161270,1557,183,1,Poor Quality,2025-03-05,212.15
23507,312162,161291,4793,182,1,Poor Quality,2025-09-07,150.33
23508,312201,161306,2386,386,1,Not as Described,2025-11-09,151.8
23509,312211,161313,4903,69,2,Late Delivery,2024-09-07,465.42
23510,312214,161315,3977,15,1,Poor Quality,2023-07-23,342.55
23511,312231,161324,1080,113,1,Wrong Item,2025-08-31,183.68
23512,312238,161327,1626,164,1,Damaged,2024-12-26,105.92
23513,312248,161331,519,120,1,Not as Described,2024-01-19,318.76
23514,312253,161334,49,207,1,Poor Quality,2024-12-12,169.79
23515,312262,161339,906,282,1,Late Delivery,2024-03-29,82.39
23516,312270,161345,1104,270,1,Wrong Item,2024-08-31,189.58
23517,312284,161352,4473,8,2,Not as Described,2024-12-07,599.99
23518,312328,161376,1294,191,1,Poor Quality,2023-02-05,100.91
23519,312333,161379,4563,167,1,Damaged,2024-06-02,130.12
23520,312339,161381,1598,262,1,Late Delivery,2025-04-13,339.82
23521,312343,161383,901,70,1,Poor Quality,2023-02-24,81.24
23522,312349,161385,3132,209,1,Late Delivery,2023-11-06,285.86
23523,312362,161390,687,78,1,Poor Quality,2024-05-09,259.36
23524,312368,161393,800,314,1,Wrong Item,2025-03-02,298.73
23525,312370,161394,2931,42,1,Late Delivery,2023-02-10,290.14
23526,312378,161396,2308,375,1,Damaged,2023-08-16,163.76
23527,312382,161397,387,447,1,Damaged,2023-04-14,95.78
23528,312395,161404,780,308,1,Damaged,2024-07-08,280.65
23529,312400,161407,3807,206,2,Wrong Item,2024-06-25,248.4
23530,312403,161409,1073,3,1,Not as Described,2025-07-03,343.22
23531,312426,161420,4739,409,1,Not as Described,2024-04-16,310.89
23532,312439,161430,2911,5,1,Not as Described,2025-03-06,290.82
23533,312441,161431,2519,28,1,Not as Described,2023-02-14,134.7
23534,312470,161444,1735,181,1,Not as Described,2024-02-17,293.2
23535,312484,161448,498,262,1,Wrong Item,2024-06-07,103.07
23536,312498,161458,2986,91,1,Wrong Item,2024-01-20,181.61
23537,312500,161459,2220,186,1,Damaged,2024-08-15,339.08
23538,312508,161465,1683,385,1,Poor Quality,2025-04-22,214.29
23539,312526,161478,2658,391,1,Late Delivery,2025-09-04,205.79
23540,312530,161478,2656,228,1,Changed Mind,2025-09-04,146.65
23541,312533,161480,4269,274,1,Wrong Item,2024-03-04,155.06
23542,312557,161490,1204,140,1,Changed Mind,2023-10-04,161.56
23543,312577,161503,1198,202,1,Poor Quality,2024-03-17,84.85
23544,312584,161507,433,242,1,Wrong Item,2025-12-31,92.41
23545,312594,161512,3079,55,1,Changed Mind,2024-12-12,295.22
23546,312618,161527,4861,167,1,Not as Described,2025-11-01,157.66
23547,312633,161535,974,90,1,Damaged,2023-03-24,349.61
23548,312698,161570,3187,394,1,Poor Quality,2024-09-10,188.71
23549,312708,161576,3333,141,2,Wrong Item,2023-06-21,557.36
23550,312709,161577,1468,319,1,Late Delivery,2025-02-04,220.03
23551,312710,161578,2519,28,1,Not as Described,2023-01-28,81.82
23552,312727,161587,1864,401,1,Late Delivery,2024-04-17,249.65
23553,312760,161607,1455,415,2,Poor Quality,2023-12-10,597.88
23554,312780,161620,4648,288,1,Not as Described,2023-09-24,212.0
23555,312798,161632,780,308,1,Changed Mind,2025-09-07,225.73
23556,312845,161657,4736,385,1,Damaged,2024-10-28,189.73
23557,312870,161668,2073,262,2,Not as Described,2023-12-25,535.55
23558,312874,161670,4407,456,1,Poor Quality,2023-11-19,318.24
23559,312896,161681,169,147,1,Poor Quality,2023-07-16,263.2
23560,312901,161683,912,109,1,Poor Quality,2025-05-31,298.47
23561,312932,161699,4899,423,1,Not as Described,2025-07-07,88.85
23562,312954,161708,1591,82,1,Poor Quality,2024-03-07,300.51
23563,312967,161713,4003,25,1,Not as Described,2024-09-27,191.86
23564,312973,161716,3232,213,1,Changed Mind,2023-05-01,290.07
23565,312983,161719,2674,158,1,Poor Quality,2023-10-26,139.79
23566,312993,161727,4435,229,1,Late Delivery,2024-05-29,265.19
23567,312996,161730,894,101,1,Late Delivery,2025-07-26,261.17
23568,312999,161731,4592,89,1,Late Delivery,2024-09-10,254.48
23569,313023,161741,3278,237,1,Changed Mind,2025-01-13,349.57
23570,313035,161747,3820,136,1,Wrong Item,2023-12-24,337.0
23571,313036,161747,2904,95,2,Not as Described,2023-12-19,395.56
23572,313057,161760,3069,316,1,Late Delivery,2024-01-17,132.1
23573,313060,161762,2167,46,1,Late Delivery,2024-10-25,181.24
23574,313120,161790,2243,62,1,Changed Mind,2025-01-21,155.66
23575,313131,161794,3234,179,1,Poor Quality,2023-09-28,287.56
23576,313142,161800,2067,263,1,Poor Quality,2023-03-06,260.62
23577,313146,161803,4270,474,1,Not as Described,2023-09-20,186.77
23578,313148,161804,95,39,1,Not as Described,2026-01-11,279.61
23579,313199,161831,121,86,1,Changed Mind,2024-11-24,133.67
23580,313200,161831,3842,16,1,Late Delivery,2024-12-04,211.58
23581,313205,161833,3282,255,1,Wrong Item,2025-04-14,297.2
23582,313217,161840,2046,321,1,Poor Quality,2025-02-16,186.13
23583,313229,161847,4082,67,1,Late Delivery,2024-10-20,244.75
23584,313269,161868,3627,233,1,Changed Mind,2023-07-20,292.42
23585,313280,161874,4273,30,1,Not as Described,2023-07-11,312.2
23586,313289,161878,3275,324,1,Late Delivery,2025-01-07,217.12
23587,313296,161883,4760,217,1,Changed Mind,2024-05-01,242.14
23588,313323,161898,3092,465,1,Changed Mind,2025-04-20,166.13
23589,313339,161906,3605,212,1,Poor Quality,2023-11-12,103.96
23590,313347,161910,990,43,1,Damaged,2023-03-23,244.23
23591,313351,161911,2795,435,1,Wrong Item,2025-09-02,349.33
23592,313360,161915,286,28,1,Changed Mind,2024-07-02,313.03
23593,313362,161916,4120,29,1,Changed Mind,2024-01-15,199.98
23594,313365,161918,3837,269,1,Damaged,2023-10-19,202.41
23595,313367,161920,4622,382,2,Wrong Item,2023-05-27,601.03
23596,313368,161920,3899,56,1,Poor Quality,2023-05-28,271.42
23597,313378,161926,2376,166,1,Poor Quality,2024-10-30,81.12
23598,313387,161930,2240,54,1,Wrong Item,2023-06-05,272.83
23599,313389,161932,676,397,2,Late Delivery,2025-02-19,607.38
23600,313418,161949,3338,68,1,Damaged,2023-08-06,126.28
23601,313439,161963,336,100,1,Wrong Item,2025-07-16,274.03
23602,313470,161980,4104,49,2,Damaged,2023-06-29,496.54
23603,313476,161983,277,92,2,Damaged,2024-02-13,525.69
23604,313500,161996,4762,421,1,Not as Described,2023-09-30,114.94
23605,313505,162000,2830,206,1,Wrong Item,2024-05-25,299.02
23606,313506,162000,239,385,1,Poor Quality,2024-05-21,237.8
23607,313530,162012,1623,237,1,Poor Quality,2024-07-09,140.94
23608,313541,162017,4587,423,1,Damaged,2025-08-09,269.49
23609,313550,162020,1568,100,2,Late Delivery,2023-02-14,425.84
23610,313554,162023,3275,324,1,Poor Quality,2025-03-15,275.49
23611,313587,162040,4924,62,1,Wrong Item,2023-08-25,165.37
23612,313600,162045,4405,149,1,Late Delivery,2023-02-08,272.24
23613,313609,162050,4504,347,1,Damaged,2024-06-04,189.73
23614,313616,162053,314,288,1,Poor Quality,2025-11-05,269.94
23615,313619,162054,4392,22,1,Damaged,2023-05-11,153.23
23616,313628,162058,1491,60,1,Wrong Item,2025-08-16,112.51
23617,313631,162059,3219,79,1,Not as Described,2023-11-20,117.8
23618,313632,162059,2554,473,1,Damaged,2023-12-01,214.59
23619,313634,162061,2943,137,1,Damaged,2023-09-15,129.97
23620,313643,162066,1814,107,1,Poor Quality,2025-05-19,281.54
23621,313645,162068,1564,217,1,Changed Mind,2024-08-04,144.55
23622,313646,162069,756,200,1,Changed Mind,2025-06-29,248.16
23623,313669,162081,2908,125,1,Damaged,2024-08-27,214.95
23624,313683,162089,4182,55,1,Damaged,2025-03-20,110.65
23625,313704,162097,2442,287,2,Changed Mind,2023-10-02,603.81
23626,313709,162099,2538,268,1,Changed Mind,2024-07-14,140.1
23627,313724,162106,1885,155,1,Not as Described,2024-09-03,305.8
23628,313735,162111,880,340,1,Not as Described,2024-12-03,278.69
23629,313740,162112,4339,113,1,Changed Mind,2025-10-10,261.67
23630,313765,162122,2422,483,1,Late Delivery,2024-10-01,80.57
23631,313785,162132,750,29,1,Not as Described,2024-09-17,229.17
23632,313790,162134,4492,171,1,Changed Mind,2025-05-18,309.36
23633,313793,162136,4811,69,1,Not as Described,2023-09-25,234.14
23634,313794,162136,1427,99,1,Changed Mind,2023-10-05,162.68
23635,313825,162155,1989,48,1,Wrong Item,2025-10-08,158.37
23636,313828,162157,894,101,1,Wrong Item,2025-05-20,185.24
23637,313833,162160,3470,458,1,Wrong Item,2024-05-05,287.69
23638,313840,162162,4159,96,1,Wrong Item,2023-03-15,111.47
23639,313879,162181,4944,219,1,Poor Quality,2023-06-04,231.33
23640,313895,162191,4896,477,2,Poor Quality,2024-09-24,503.17
23641,313899,162193,1705,460,1,Not as Described,2023-08-31,207.14
23642,313901,162194,2681,251,1,Wrong Item,2024-12-15,169.29
23643,313907,162198,4828,483,1,Not as Described,2024-01-14,148.74
23644,313933,162212,4574,21,1,Damaged,2024-12-24,205.23
23645,313949,162222,3778,258,1,Poor Quality,2024-09-12,261.28
23646,313960,162227,4682,284,1,Not as Described,2025-08-31,257.7
23647,313968,162232,2969,104,1,Changed Mind,2023-02-20,256.11
23648,313980,162237,4479,223,1,Poor Quality,2024-12-21,253.01
23649,313981,162237,764,150,1,Wrong Item,2024-12-02,136.98
23650,313986,162240,3698,477,1,Poor Quality,2025-05-30,276.91
23651,313987,162241,1153,18,1,Poor Quality,2025-02-14,82.58
23652,314010,162249,4514,42,1,Not as Described,2024-10-17,169.08
23653,314032,162258,2012,338,1,Changed Mind,2025-06-12,184.22
23654,314044,162264,2568,62,1,Poor Quality,2024-07-08,301.04
23655,314047,162265,4399,445,2,Damaged,2024-12-05,658.61
23656,314102,162296,1896,113,1,Wrong Item,2023-09-16,89.87
23657,314107,162299,4681,244,1,Late Delivery,2025-04-29,312.34
23658,314113,162304,3691,352,1,Changed Mind,2023-12-09,278.98
23659,314121,162309,377,369,1,Late Delivery,2024-11-04,205.72
23660,314155,162326,3303,51,2,Poor Quality,2024-09-28,216.37
23661,314165,162330,3228,337,1,Damaged,2023-09-18,108.01
23662,314167,162331,2475,94,1,Wrong Item,2025-04-04,242.7
23663,314169,162332,834,249,1,Damaged,2024-08-28,125.19
23664,314178,162336,3836,134,2,Changed Mind,2025-02-01,411.11
23665,314202,162353,4353,246,2,Changed Mind,2023-05-14,250.76
23666,314213,162357,966,23,1,Poor Quality,2025-09-20,106.34
23667,314220,162359,881,320,1,Poor Quality,2025-10-14,108.75
23668,314227,162363,2391,467,1,Not as Described,2024-02-21,294.16
23669,314229,162364,2768,313,1,Damaged,2023-06-11,90.5
23670,314230,162365,1420,55,1,Poor Quality,2024-07-03,254.29
23671,314238,162369,1632,311,1,Changed Mind,2023-05-15,238.55
23672,314285,162389,4672,225,1,Changed Mind,2023-12-03,247.29
23673,314329,162408,1667,155,2,Wrong Item,2023-04-15,570.4
23674,314341,162412,1424,428,1,Poor Quality,2024-11-08,202.7
23675,314350,162418,1599,105,1,Not as Described,2023-01-28,228.77
23676,314363,162426,2676,465,1,Not as Described,2024-05-21,118.95
23677,314373,162433,1905,415,1,Changed Mind,2025-05-09,337.44
23678,314386,162441,4781,51,1,Poor Quality,2024-06-07,134.72
23679,314389,162444,3462,238,1,Wrong Item,2024-03-28,286.91
23680,314400,162451,332,115,1,Late Delivery,2024-03-23,273.04
23681,314419,162458,1634,395,1,Late Delivery,2024-01-03,88.25
23682,314423,162460,1374,259,1,Not as Described,2024-05-28,206.19
23683,314452,162474,2465,48,1,Damaged,2023-04-01,344.61
23684,314470,162482,4220,157,1,Late Delivery,2025-10-24,160.78
23685,314482,162487,3341,92,1,Changed Mind,2024-06-17,176.38
23686,314531,162515,3200,408,1,Damaged,2024-01-09,326.27
23687,314532,162515,3434,88,1,Wrong Item,2024-01-06,179.99
23688,314545,162524,4291,326,1,Wrong Item,2024-02-22,142.05
23689,314554,162530,2668,445,1,Wrong Item,2024-01-09,199.51
23690,314581,162540,4516,59,1,Poor Quality,2024-10-03,170.19
23691,314593,162547,267,464,1,Not as Described,2025-10-07,86.93
23692,314608,162554,2189,390,1,Late Delivery,2024-01-29,347.06
23693,314638,162567,2028,215,1,Poor Quality,2025-03-11,243.81
23694,314642,162569,2096,345,1,Poor Quality,2025-12-16,248.12
23695,314643,162569,2839,320,1,Damaged,2025-12-15,217.32
23696,314647,162572,1705,460,1,Late Delivery,2025-01-15,136.75
23697,314656,162576,3026,481,2,Damaged,2026-01-14,289.97
23698,314657,162577,4622,382,1,Wrong Item,2025-05-24,121.79
23699,314658,162577,1525,183,1,Not as Described,2025-05-25,302.42
23700,314672,162586,4040,329,1,Changed Mind,2025-08-01,157.78
23701,314682,162594,1140,424,1,Changed Mind,2025-10-15,201.43
23702,314697,162601,4639,227,1,Poor Quality,2025-05-31,95.06
23703,314710,162608,4710,437,1,Late Delivery,2026-01-05,196.9
23704,314731,162618,1926,367,1,Changed Mind,2025-06-28,322.2
23705,314741,162625,4302,112,1,Wrong Item,2024-09-02,293.51
23706,314777,162649,1442,382,1,Damaged,2023-10-20,182.61
23707,314795,162658,3867,473,1,Not as Described,2024-08-19,242.94
23708,314820,162671,1278,393,2,Wrong Item,2023-11-04,412.19
23709,314828,162676,998,414,1,Wrong Item,2023-08-26,194.76
23710,314839,162681,1284,11,1,Changed Mind,2025-03-10,302.86
23711,314869,162697,5,19,1,Not as Described,2024-02-28,148.59
23712,314907,162715,1569,402,2,Changed Mind,2025-10-26,365.72
23713,314917,162720,1115,152,1,Not as Described,2024-06-26,148.59
23714,314919,162721,107,25,1,Late Delivery,2025-09-09,160.87
23715,314922,162723,1945,380,1,Changed Mind,2025-10-14,139.52
23716,314929,162726,3416,44,1,Poor Quality,2024-03-05,87.18
23717,314938,162728,975,188,1,Poor Quality,2024-11-07,159.45
23718,314951,162735,1221,249,1,Changed Mind,2024-07-20,173.61
23719,314954,162738,3442,23,1,Late Delivery,2025-07-11,170.18
23720,314959,162740,4212,161,1,Damaged,2023-10-29,317.14
23721,314965,162745,1580,217,1,Wrong Item,2023-03-02,92.54
23722,314979,162752,2196,401,1,Late Delivery,2024-06-23,234.28
23723,314991,162757,2519,28,1,Not as Described,2025-01-26,223.88
23724,314998,162761,3230,304,1,Changed Mind,2023-09-11,316.26
23725,315079,162811,2410,352,1,Late Delivery,2024-05-17,113.44
23726,315094,162820,3771,66,1,Not as Described,2024-03-06,170.67
23727,315101,162824,2204,70,1,Not as Described,2025-12-05,287.91
23728,315133,162837,3666,452,1,Damaged,2024-04-10,338.49
23729,315144,162845,1139,430,1,Late Delivery,2025-08-20,232.86
23730,315150,162849,2845,419,1,Damaged,2025-03-08,188.78
23731,315160,162856,2024,170,1,Poor Quality,2025-10-28,258.18
23732,315169,162862,49,207,1,Changed Mind,2025-05-15,142.11
23733,315180,162869,3224,96,1,Damaged,2025-06-29,81.11
23734,315194,162875,831,448,1,Not as Described,2025-05-09,84.62
23735,315200,162877,4730,497,1,Late Delivery,2025-08-07,151.07
23736,315210,162883,1247,376,1,Poor Quality,2023-03-29,314.19
23737,315213,162884,1146,279,1,Poor Quality,2024-05-27,224.48
23738,315220,162889,385,124,1,Damaged,2024-07-22,203.66
23739,315222,162889,3535,70,1,Poor Quality,2024-07-26,193.65
23740,315224,162890,3167,376,1,Wrong Item,2023-11-22,283.9
23741,315229,162892,2410,352,1,Poor Quality,2025-05-01,309.33
23742,315261,162911,3937,300,1,Wrong Item,2023-08-07,234.93
23743,315271,162918,2253,485,3,Not as Described,2023-08-19,937.57
23744,315287,162926,4065,278,1,Wrong Item,2025-06-20,292.71
23745,315290,162927,412,177,1,Wrong Item,2024-09-10,230.35
23746,315291,162928,1409,192,1,Damaged,2023-09-18,129.34
23747,315302,162933,3546,21,1,Damaged,2025-07-03,169.0
23748,315330,162948,1220,410,1,Not as Described,2023-02-09,193.31
23749,315335,162951,1560,105,1,Poor Quality,2025-06-11,111.35
23750,315351,162960,222,407,1,Late Delivery,2024-06-07,111.77
23751,315353,162961,2354,194,1,Not as Described,2023-11-23,236.99
23752,315381,162975,277,92,1,Changed Mind,2023-10-30,88.76
23753,315384,162978,3921,196,2,Poor Quality,2025-09-24,419.83
23754,315385,162979,4099,343,1,Changed Mind,2024-10-20,98.26
23755,315392,162982,696,354,1,Late Delivery,2023-06-17,146.88
23756,315393,162983,3115,193,1,Late Delivery,2024-04-14,217.21
23757,315394,162983,2924,248,1,Poor Quality,2024-03-23,255.94
23758,315401,162986,2959,198,1,Damaged,2023-06-16,289.44
23759,315408,162990,3281,98,1,Not as Described,2024-12-30,333.52
23760,315415,162994,84,199,1,Not as Described,2023-06-15,270.64
23761,315416,162994,2674,158,1,Late Delivery,2023-06-16,262.46
23762,315421,162996,1256,212,1,Poor Quality,2023-11-11,196.96
23763,315427,162999,3126,475,1,Late Delivery,2024-04-03,207.35
23764,315434,163002,4689,47,1,Poor Quality,2023-06-19,213.42
23765,315440,163003,3813,374,1,Not as Described,2024-12-29,89.76
23766,315441,163004,2823,190,1,Poor Quality,2024-11-22,96.52
23767,315467,163016,1655,80,1,Wrong Item,2024-05-26,179.63
23768,315472,163019,488,206,1,Wrong Item,2023-11-26,124.02
23769,315477,163020,2665,478,1,Wrong Item,2023-09-27,243.06
23770,315490,163026,2091,317,1,Late Delivery,2023-12-07,215.87
23771,315500,163030,2123,171,1,Not as Described,2023-08-02,219.33
23772,315525,163044,3141,445,1,Changed Mind,2025-11-17,255.04
23773,315528,163047,2075,472,1,Not as Described,2025-05-12,90.75
23774,315535,163050,4456,158,1,Damaged,2025-10-07,102.46
23775,315554,163061,334,406,1,Late Delivery,2025-06-15,170.36
23776,315579,163072,3519,114,1,Not as Described,2024-03-25,100.79
23777,315580,163073,3908,343,1,Poor Quality,2025-07-04,303.96
23778,315581,163074,336,100,1,Damaged,2023-03-04,102.31
23779,315589,163078,594,400,1,Poor Quality,2023-12-14,206.4
23780,315596,163081,3673,386,1,Not as Described,2024-08-30,292.38
23781,315613,163090,2360,490,2,Wrong Item,2025-05-28,686.35
23782,315638,163102,1144,27,1,Poor Quality,2024-10-04,225.8
23783,315639,163103,4976,167,1,Late Delivery,2023-07-14,104.1
23784,315649,163108,3712,63,1,Not as Described,2023-10-06,150.58
23785,315681,163123,1301,487,1,Late Delivery,2023-05-18,319.25
23786,315694,163127,1625,341,1,Late Delivery,2025-10-14,113.87
23787,315695,163128,1656,275,1,Not as Described,2025-06-13,254.94
23788,315703,163130,1533,206,1,Damaged,2024-03-21,272.87
23789,315706,163131,820,374,1,Wrong Item,2023-03-16,223.56
23790,315721,163139,4911,271,1,Changed Mind,2023-08-28,322.81
23791,315728,163144,3094,90,1,Wrong Item,2025-05-28,97.7
23792,315744,163152,920,499,1,Damaged,2024-02-12,260.54
23793,315746,163152,3084,211,1,Late Delivery,2024-02-13,117.27
23794,315752,163157,269,365,1,Wrong Item,2023-01-04,237.75
23795,315762,163161,920,499,1,Damaged,2025-08-06,251.39
23796,315771,163165,1490,33,3,Poor Quality,2024-05-17,703.81
23797,315785,163172,388,311,1,Changed Mind,2023-10-22,223.68
23798,315790,163174,4937,151,1,Late Delivery,2023-08-20,148.63
23799,315792,163174,4691,16,1,Late Delivery,2023-08-17,180.85
23800,315798,163177,736,448,1,Changed Mind,2023-04-08,163.88
23801,315802,163178,4091,425,1,Wrong Item,2024-03-21,213.73
23802,315810,163184,4130,68,1,Damaged,2024-11-29,291.41
23803,315813,163186,1809,289,1,Not as Described,2025-05-27,305.71
23804,315817,163187,2126,418,1,Not as Described,2024-08-11,156.28
23805,315832,163194,460,390,1,Damaged,2025-07-23,286.65
23806,315849,163204,841,362,1,Changed Mind,2024-12-30,193.26
23807,315872,163216,1382,59,1,Poor Quality,2025-12-21,125.12
23808,315905,163233,3647,407,1,Late Delivery,2024-01-21,340.61
23809,315910,163235,1750,134,1,Damaged,2025-02-13,342.53
23810,315932,163247,635,293,1,Damaged,2025-11-06,162.29
23811,315934,163247,2684,373,1,Changed Mind,2025-10-29,199.48
23812,315946,163254,344,131,1,Not as Described,2023-01-31,307.35
23813,315963,163266,26,271,1,Wrong Item,2025-10-17,265.34
23814,315964,163266,612,4,1,Wrong Item,2025-10-07,303.59
23815,315997,163283,4239,332,1,Poor Quality,2025-06-29,160.04
23816,316000,163285,4466,297,1,Changed Mind,2023-07-12,247.84
23817,316010,163290,2644,435,2,Wrong Item,2023-03-05,203.68
23818,316028,163301,4967,359,1,Poor Quality,2026-01-11,174.61
23819,316032,163302,1389,301,1,Late Delivery,2024-08-23,227.16
23820,316033,163302,1347,439,1,Late Delivery,2024-08-07,288.95
23821,316034,163303,1550,376,1,Poor Quality,2023-04-07,167.41
23822,316043,163309,4812,110,1,Poor Quality,2023-07-27,95.75
23823,316063,163318,1399,93,1,Poor Quality,2024-12-03,203.3
23824,316080,163328,4911,271,1,Wrong Item,2023-12-02,186.04
23825,316083,163328,1284,11,1,Wrong Item,2023-12-19,259.41
23826,316088,163330,3900,476,1,Wrong Item,2023-01-21,134.32
23827,316096,163336,1478,440,1,Wrong Item,2025-07-23,257.61
23828,316100,163338,4385,401,1,Wrong Item,2025-12-08,122.3
23829,316102,163338,4400,269,1,Poor Quality,2025-11-23,148.44
23830,316109,163344,2561,352,1,Wrong Item,2026-01-19,189.3
23831,316113,163346,4228,32,1,Damaged,2024-11-26,159.33
23832,316126,163354,1055,356,1,Changed Mind,2025-06-01,269.81
23833,316133,163357,2581,371,1,Poor Quality,2024-03-07,150.96
23834,316137,163359,1074,122,1,Poor Quality,2023-11-03,254.42
23835,316153,163368,153,425,1,Not as Described,2023-05-22,140.88
23836,316171,163377,2081,4,2,Damaged,2025-07-31,402.68
23837,316183,163385,1443,114,1,Poor Quality,2024-04-28,276.09
23838,316206,163397,1470,205,1,Not as Described,2025-11-04,344.95
23839,316245,163416,3012,496,1,Not as Described,2023-11-03,219.93
23840,316253,163421,2164,239,1,Not as Described,2023-06-10,91.41
23841,316257,163423,3881,408,1,Wrong Item,2024-06-01,206.77
23842,316265,163426,718,369,1,Not as Described,2023-10-18,202.43
23843,316267,163427,3109,15,2,Changed Mind,2025-06-30,281.61
23844,316315,163455,4531,80,1,Wrong Item,2025-04-07,345.96
23845,316321,163460,1571,435,1,Damaged,2024-07-22,98.18
23846,316326,163463,4001,270,1,Changed Mind,2024-03-17,347.58
23847,316329,163464,4275,39,1,Wrong Item,2023-11-03,141.82
23848,316331,163465,780,308,1,Poor Quality,2023-10-06,163.49
23849,316332,163465,138,2,1,Late Delivery,2023-10-06,191.95
23850,316349,163471,66,267,1,Changed Mind,2023-11-01,119.97
23851,316366,163480,1230,449,1,Not as Described,2025-05-01,175.95
23852,316371,163483,4281,456,1,Wrong Item,2023-08-27,109.62
23853,316373,163485,1853,417,1,Poor Quality,2024-03-31,257.66
23854,316381,163491,4707,420,1,Late Delivery,2024-04-30,229.45
23855,316388,163494,452,132,1,Not as Described,2024-12-11,267.59
23856,316404,163501,2302,390,1,Poor Quality,2024-10-14,197.28
23857,316433,163519,2540,333,1,Damaged,2024-03-21,288.48
23858,316440,163525,4191,315,2,Late Delivery,2024-03-06,275.8
23859,316458,163538,2652,172,1,Not as Described,2024-12-10,206.1
23860,316460,163539,2610,136,1,Late Delivery,2023-06-13,233.92
23861,316474,163548,4263,91,1,Damaged,2025-02-25,132.47
23862,316477,163550,1998,302,1,Not as Described,2024-04-03,156.46
23863,316482,163551,3892,282,1,Wrong Item,2023-02-08,313.35
23864,316484,163552,4904,463,1,Damaged,2023-09-17,174.17
23865,316525,163573,2468,463,2,Poor Quality,2024-05-02,530.4
23866,316532,163579,3882,3,1,Not as Described,2025-03-29,217.27
23867,316549,163589,4350,279,1,Changed Mind,2025-02-16,202.43
23868,316560,163594,3071,248,1,Changed Mind,2023-05-23,168.06
23869,316571,163597,4110,411,1,Changed Mind,2023-07-17,248.47
23870,316590,163608,1613,380,1,Changed Mind,2025-09-10,336.99
23871,316600,163612,4823,301,1,Late Delivery,2025-10-17,214.32
23872,316606,163614,4692,7,1,Damaged,2023-02-08,222.44
23873,316611,163617,3941,354,1,Not as Described,2025-06-19,272.53
23874,316615,163618,2851,333,1,Not as Described,2024-08-22,272.73
23875,316622,163621,391,121,1,Changed Mind,2025-09-13,146.18
23876,316634,163629,803,267,1,Poor Quality,2024-08-11,164.87
23877,316638,163632,1390,165,1,Damaged,2025-02-07,136.93
23878,316657,163642,2536,31,2,Poor Quality,2025-12-05,419.7
23879,316662,163645,2039,205,1,Damaged,2024-04-17,310.63
23880,316679,163651,321,376,1,Damaged,2025-04-09,157.01
23881,316684,163655,4199,323,1,Damaged,2023-02-16,94.35
23882,316705,163668,4818,3,1,Damaged,2025-11-04,271.13
23883,316713,163673,4219,308,1,Changed Mind,2023-03-17,216.25
23884,316721,163677,4132,65,1,Changed Mind,2024-11-16,261.08
23885,316743,163688,1494,205,1,Late Delivery,2026-01-07,293.89
23886,316765,163698,906,282,2,Damaged,2025-05-14,587.36
23887,316799,163720,985,462,1,Changed Mind,2023-02-13,112.82
23888,316805,163723,4824,216,1,Wrong Item,2023-09-22,97.78
23889,316808,163724,3891,173,3,Damaged,2025-12-26,649.65
23890,316809,163724,455,401,1,Not as Described,2026-01-13,287.05
23891,316816,163728,4106,115,1,Changed Mind,2024-09-06,326.01
23892,316818,163730,2406,236,1,Not as Described,2023-03-13,331.47
23893,316824,163731,922,199,1,Wrong Item,2025-01-17,161.06
23894,316825,163732,1653,368,1,Late Delivery,2023-11-01,303.98
23895,316831,163736,4009,416,1,Late Delivery,2025-09-01,348.32
23896,316854,163751,1115,152,2,Damaged,2024-11-16,275.51
23897,316866,163756,710,205,1,Wrong Item,2026-01-27,325.07
23898,316876,163761,2162,345,1,Poor Quality,2023-07-05,146.63
23899,316908,163778,1446,167,1,Changed Mind,2024-06-02,152.85
23900,316919,163783,1981,387,1,Changed Mind,2025-06-06,161.26
23901,316921,163783,33,480,1,Changed Mind,2025-06-05,108.66
23902,316990,163819,3570,97,1,Poor Quality,2025-06-22,245.36
23903,317014,163830,428,431,1,Damaged,2025-10-13,281.1
23904,317048,163848,4764,407,1,Changed Mind,2025-12-20,90.86
23905,317060,163854,1114,297,1,Late Delivery,2024-01-10,110.06
23906,317069,163859,3601,362,1,Poor Quality,2024-04-07,238.92
23907,317102,163872,1040,291,1,Changed Mind,2025-07-30,265.35
