ShipmentID,OrderID,CourierID,WarehouseID,ExpectedDeliveryDays,LateProbability,FailedProbability,BaseShippingCost,ShippingCost,OrderDate,ExpectedDeliveryDate,DeliveryDate,DeliveryStatus
100784,100784,10,14,4.0,0.18,0.05,250,286.0,2024-11-10,2024-11-14,2024-11-14,On Time
100785,100785,3,14,4.8,0.24,0.07,260,298.54,2025-01-25,2025-01-30,2025-02-01,On Time
100786,100786,5,12,5.2,0.28,0.08,280,240.23,2025-12-30,2026-01-05,2026-01-06,On Time
100787,100787,9,11,3.0,0.09,0.025,190,217.24,2024-01-05,2024-01-08,2024-01-08,On Time
100788,100788,6,14,2.2,0.06,0.015,240,297.17,2023-07-04,2023-07-07,2023-07-07,On Time
100789,100789,6,14,2.2,0.06,0.015,240,268.89,2025-12-23,2025-12-26,2025-12-26,On Time
100790,100790,6,15,2.2,0.06,0.015,240,211.71,2024-02-19,2024-02-22,2024-02-24,On Time
100791,100791,7,11,3.5,0.14,0.04,210,186.33,2023-11-09,2023-11-13,2023-11-13,On Time
100792,100792,8,2,6.0,0.32,0.09,300,281.4,2024-03-04,2024-03-10,2024-03-15,Late
100793,100793,10,3,4.0,0.18,0.05,250,216.72,2025-05-15,2025-05-19,2025-05-19,On Time
100794,100794,5,6,5.2,0.28,0.08,280,280.42,2023-08-23,2023-08-29,2023-08-29,On Time
100795,100795,10,5,4.0,0.18,0.05,250,280.43,2023-01-22,2023-01-26,2023-01-28,On Time
100796,100796,4,1,2.8,0.1,0.03,200,211.63,2025-05-13,2025-05-16,2025-05-20,Late
100797,100797,9,9,3.0,0.09,0.025,190,234.55,2024-07-17,2024-07-20,2024-07-20,On Time
100798,100798,3,14,4.8,0.24,0.07,260,274.04,2025-02-14,2025-02-19,2025-02-23,Late
100799,100799,3,14,4.8,0.24,0.07,260,324.84,2023-10-18,2023-10-23,2023-10-25,On Time
100800,100800,7,14,3.5,0.14,0.04,210,200.55,2023-08-26,2023-08-30,2023-09-03,Late
100801,100801,4,3,2.8,0.1,0.03,200,216.88,2024-05-21,2024-05-24,2024-05-26,On Time
100802,100802,2,1,3.2,0.12,0.03,220,207.4,2025-07-29,2025-08-02,2025-08-04,On Time
100803,100803,8,9,6.0,0.32,0.09,300,347.67,2025-03-17,2025-03-23,2025-03-25,On Time
100804,100804,1,3,2.5,0.08,0.02,180,163.34,2024-04-11,2024-04-14,2024-04-15,On Time
100805,100805,6,6,2.2,0.06,0.015,240,288.74,2023-06-29,2023-07-02,2023-07-04,On Time
100806,100806,4,3,2.8,0.1,0.03,200,222.5,2024-08-26,2024-08-29,2024-08-31,Late
100807,100807,6,14,2.2,0.06,0.015,240,247.73,2023-03-02,2023-03-05,2023-03-06,On Time
100808,100808,2,2,3.2,0.12,0.03,220,236.31,2025-01-20,2025-01-24,2025-01-26,Late
100809,100809,6,5,2.2,0.06,0.015,240,247.63,2024-04-19,2024-04-22,2024-04-23,On Time
100810,100810,3,15,4.8,0.24,0.07,260,235.82,2025-08-16,2025-08-21,2025-08-23,On Time
100811,100811,6,12,2.2,0.06,0.015,240,240.52,2025-11-26,2025-11-29,2025-12-01,On Time
100812,100812,6,4,2.2,0.06,0.015,240,204.49,2023-09-06,2023-09-09,2023-09-13,Late
100813,100813,6,5,2.2,0.06,0.015,240,268.87,2023-05-08,2023-05-11,2023-05-13,On Time
100814,100814,3,7,4.8,0.24,0.07,260,308.16,2024-10-11,2024-10-16,2024-10-17,On Time
100815,100815,5,14,5.2,0.28,0.08,280,305.25,2023-02-23,2023-03-01,2023-03-07,Late
100816,100816,1,14,2.5,0.08,0.02,180,175.34,2025-01-06,2025-01-09,2025-01-11,On Time
100817,100817,9,15,3.0,0.09,0.025,190,161.98,2025-08-21,2025-08-24,2025-08-24,On Time
100818,100818,5,5,5.2,0.28,0.08,280,257.72,2025-08-29,2025-09-04,2025-09-04,On Time
100819,100819,7,4,3.5,0.14,0.04,210,190.86,2025-04-20,2025-04-24,2025-04-24,On Time
100820,100820,3,7,4.8,0.24,0.07,260,262.49,2025-04-26,2025-05-01,2025-05-03,On Time
100821,100821,9,11,3.0,0.09,0.025,190,207.72,2023-10-03,2023-10-06,2023-10-07,On Time
100822,100822,8,11,6.0,0.32,0.09,300,332.83,2025-09-29,2025-10-05,2025-10-07,On Time
100823,100823,1,13,2.5,0.08,0.02,180,192.84,2025-04-07,2025-04-10,2025-04-17,Late
100824,100824,8,2,6.0,0.32,0.09,300,285.21,2023-03-24,2023-03-30,2023-04-01,On Time
100825,100825,4,13,2.8,0.1,0.03,200,179.56,2024-10-11,2024-10-14,2024-10-14,On Time
100826,100826,2,12,3.2,0.12,0.03,220,192.99,2024-04-11,2024-04-15,,Failed
100827,100827,7,11,3.5,0.14,0.04,210,211.05,2023-06-20,2023-06-24,,Failed
100828,100828,6,1,2.2,0.06,0.015,240,218.43,2023-12-02,2023-12-05,2023-12-07,On Time
100829,100829,3,2,4.8,0.24,0.07,260,276.72,2025-10-22,2025-10-27,2025-10-29,On Time
100830,100830,3,3,4.8,0.24,0.07,260,233.38,2024-06-28,2024-07-03,2024-07-04,On Time
100831,100831,2,13,3.2,0.12,0.03,220,266.71,2023-06-18,2023-06-22,2023-06-22,On Time
100832,100832,1,8,2.5,0.08,0.02,180,162.91,2025-06-07,2025-06-10,2025-06-12,On Time
100833,100833,7,15,3.5,0.14,0.04,210,197.15,2023-09-22,2023-09-26,2023-09-26,On Time
100834,100834,5,7,5.2,0.28,0.08,280,319.84,2024-06-23,2024-06-29,2024-07-01,On Time
100835,100835,9,12,3.0,0.09,0.025,190,232.97,2023-05-23,2023-05-26,2023-05-26,On Time
100836,100836,4,11,2.8,0.1,0.03,200,222.34,2023-02-08,2023-02-11,2023-02-11,On Time
100837,100837,1,15,2.5,0.08,0.02,180,211.9,2025-12-10,2025-12-13,2025-12-15,On Time
100838,100838,2,3,3.2,0.12,0.03,220,224.3,2025-01-05,2025-01-09,2025-01-09,On Time
100839,100839,3,3,4.8,0.24,0.07,260,249.21,2024-10-21,2024-10-26,2024-10-28,On Time
100840,100840,7,2,3.5,0.14,0.04,210,245.31,2023-01-12,2023-01-16,2023-01-18,On Time
100841,100841,2,3,3.2,0.12,0.03,220,237.13,2024-10-30,2024-11-03,2024-11-05,On Time
100842,100842,6,9,2.2,0.06,0.015,240,231.52,2023-04-18,2023-04-21,2023-04-22,On Time
100843,100843,6,8,2.2,0.06,0.015,240,298.69,2023-06-17,2023-06-20,2023-06-22,On Time
100844,100844,7,9,3.5,0.14,0.04,210,207.49,2025-03-08,2025-03-12,2025-03-12,On Time
100845,100845,9,13,3.0,0.09,0.025,190,217.34,2024-07-16,2024-07-19,2024-07-19,On Time
100846,100846,6,1,2.2,0.06,0.015,240,266.71,2025-06-29,2025-07-02,2025-07-02,On Time
100847,100847,8,4,6.0,0.32,0.09,300,282.73,2024-01-27,2024-02-02,2024-02-02,On Time
100848,100848,9,10,3.0,0.09,0.025,190,163.65,2023-12-15,2023-12-18,2023-12-19,On Time
100849,100849,6,12,2.2,0.06,0.015,240,299.87,2025-06-23,2025-06-26,2025-06-28,On Time
100850,100850,7,3,3.5,0.14,0.04,210,243.86,2024-09-15,2024-09-19,2024-09-19,On Time
100851,100851,5,6,5.2,0.28,0.08,280,265.88,2025-09-29,2025-10-05,2025-10-06,On Time
100852,100852,2,15,3.2,0.12,0.03,220,196.46,2024-08-22,2024-08-26,2024-08-26,On Time
100853,100853,10,3,4.0,0.18,0.05,250,218.66,2023-07-23,2023-07-27,2023-07-29,On Time
100854,100854,8,4,6.0,0.32,0.09,300,304.84,2023-03-02,2023-03-08,2023-03-10,On Time
100855,100855,7,13,3.5,0.14,0.04,210,200.44,2023-08-27,2023-08-31,2023-09-01,On Time
100856,100856,7,9,3.5,0.14,0.04,210,260.08,2024-08-20,2024-08-24,2024-08-25,On Time
100857,100857,4,6,2.8,0.1,0.03,200,232.55,2024-12-19,2024-12-22,2024-12-22,On Time
100858,100858,1,12,2.5,0.08,0.02,180,224.71,2023-01-13,2023-01-16,2023-01-17,On Time
100859,100859,5,5,5.2,0.28,0.08,280,337.63,2023-10-22,2023-10-28,2023-10-29,On Time
100860,100860,3,4,4.8,0.24,0.07,260,300.81,2025-06-17,2025-06-22,2025-06-23,On Time
100861,100861,10,3,4.0,0.18,0.05,250,293.38,2024-03-09,2024-03-13,2024-03-13,On Time
100862,100862,4,6,2.8,0.1,0.03,200,234.57,2025-03-30,2025-04-02,2025-04-06,Late
100863,100863,1,7,2.5,0.08,0.02,180,224.62,2024-02-14,2024-02-17,2024-02-19,On Time
100864,100864,8,2,6.0,0.32,0.09,300,353.92,2023-11-07,2023-11-13,2023-11-19,Late
100865,100865,9,12,3.0,0.09,0.025,190,228.28,2025-01-27,2025-01-30,,Failed
100866,100866,9,12,3.0,0.09,0.025,190,208.88,2023-10-15,2023-10-18,2023-10-19,On Time
100867,100867,10,14,4.0,0.18,0.05,250,301.29,2024-12-24,2024-12-28,2024-12-28,On Time
100868,100868,3,9,4.8,0.24,0.07,260,289.53,2023-07-28,2023-08-02,2023-08-03,On Time
100869,100869,6,3,2.2,0.06,0.015,240,219.63,2025-04-04,2025-04-07,2025-04-08,On Time
100870,100870,10,2,4.0,0.18,0.05,250,246.21,2025-11-10,2025-11-14,2025-11-20,Late
100871,100871,9,5,3.0,0.09,0.025,190,207.01,2025-09-20,2025-09-23,2025-09-25,On Time
100872,100872,3,13,4.8,0.24,0.07,260,311.83,2025-07-15,2025-07-20,2025-07-22,On Time
100873,100873,7,5,3.5,0.14,0.04,210,237.64,2023-01-11,2023-01-15,2023-01-21,Late
100874,100874,1,14,2.5,0.08,0.02,180,214.08,2025-07-07,2025-07-10,2025-07-11,On Time
100875,100875,7,7,3.5,0.14,0.04,210,222.8,2024-11-13,2024-11-17,2024-11-18,On Time
100876,100876,7,14,3.5,0.14,0.04,210,257.11,2024-05-25,2024-05-29,2024-05-29,On Time
100877,100877,3,11,4.8,0.24,0.07,260,240.18,2025-06-01,2025-06-06,2025-06-08,On Time
100878,100878,10,12,4.0,0.18,0.05,250,236.12,2025-06-08,2025-06-12,2025-06-14,On Time
100879,100879,10,10,4.0,0.18,0.05,250,261.88,2025-10-20,2025-10-24,2025-10-25,On Time
100880,100880,4,9,2.8,0.1,0.03,200,247.42,2024-10-10,2024-10-13,2024-10-14,On Time
100881,100881,4,13,2.8,0.1,0.03,200,233.28,2025-02-07,2025-02-10,2025-02-11,On Time
100882,100882,5,10,5.2,0.28,0.08,280,270.78,2023-11-25,2023-12-01,,Failed
100883,100883,4,2,2.8,0.1,0.03,200,177.58,2025-01-07,2025-01-10,2025-01-12,On Time
100884,100884,7,6,3.5,0.14,0.04,210,187.41,2024-04-16,2024-04-20,2024-04-21,On Time
100885,100885,10,3,4.0,0.18,0.05,250,274.19,2024-12-07,2024-12-11,2024-12-12,On Time
100886,100886,1,10,2.5,0.08,0.02,180,204.27,2024-03-24,2024-03-27,2024-04-02,Late
100887,100887,6,11,2.2,0.06,0.015,240,284.66,2023-07-13,2023-07-16,2023-07-17,On Time
100888,100888,5,9,5.2,0.28,0.08,280,303.96,2024-01-21,2024-01-27,2024-01-29,On Time
100889,100889,9,2,3.0,0.09,0.025,190,230.59,2024-01-03,2024-01-06,2024-01-06,On Time
100890,100890,8,6,6.0,0.32,0.09,300,278.05,2023-09-23,2023-09-29,2023-10-01,On Time
100891,100891,10,7,4.0,0.18,0.05,250,310.58,2023-04-25,2023-04-29,2023-05-01,On Time
100892,100892,7,5,3.5,0.14,0.04,210,242.98,2024-03-12,2024-03-16,2024-03-21,Late
100893,100893,6,7,2.2,0.06,0.015,240,298.66,2024-07-06,2024-07-09,2024-07-09,On Time
100894,100894,6,5,2.2,0.06,0.015,240,205.26,2024-10-18,2024-10-21,2024-10-22,On Time
100895,100895,9,14,3.0,0.09,0.025,190,178.01,2024-11-05,2024-11-08,2024-11-08,On Time
100896,100896,1,12,2.5,0.08,0.02,180,209.07,2023-08-04,2023-08-07,2023-08-07,On Time
100897,100897,4,4,2.8,0.1,0.03,200,221.63,2023-06-09,2023-06-12,2023-06-13,On Time
100898,100898,6,8,2.2,0.06,0.015,240,216.48,2023-06-05,2023-06-08,2023-06-09,On Time
100899,100899,7,1,3.5,0.14,0.04,210,185.7,2025-01-17,2025-01-21,2025-01-21,On Time
100900,100900,6,10,2.2,0.06,0.015,240,281.29,2025-01-26,2025-01-29,2025-01-29,On Time
100901,100901,4,15,2.8,0.1,0.03,200,175.21,2024-07-17,2024-07-20,2024-07-21,On Time
100902,100902,5,8,5.2,0.28,0.08,280,324.62,2024-07-30,2024-08-05,2024-08-06,On Time
100903,100903,10,15,4.0,0.18,0.05,250,279.38,2024-11-30,2024-12-04,2024-12-05,On Time
100904,100904,3,8,4.8,0.24,0.07,260,238.5,2024-01-21,2024-01-26,2024-01-27,On Time
100905,100905,9,15,3.0,0.09,0.025,190,220.08,2025-03-28,2025-03-31,2025-04-02,On Time
100906,100906,10,14,4.0,0.18,0.05,250,259.21,2025-09-22,2025-09-26,2025-09-28,On Time
100907,100907,9,15,3.0,0.09,0.025,190,171.79,2023-09-18,2023-09-21,2023-09-21,On Time
100908,100908,2,15,3.2,0.12,0.03,220,261.74,2024-05-20,2024-05-24,2024-05-25,On Time
100909,100909,2,9,3.2,0.12,0.03,220,241.57,2023-12-13,2023-12-17,2023-12-19,On Time
100910,100910,2,10,3.2,0.12,0.03,220,196.85,2023-12-30,2024-01-03,2024-01-05,On Time
100911,100911,6,11,2.2,0.06,0.015,240,219.71,2024-03-02,2024-03-05,2024-03-07,On Time
100912,100912,9,7,3.0,0.09,0.025,190,195.3,2023-08-26,2023-08-29,2023-08-30,On Time
100913,100913,10,13,4.0,0.18,0.05,250,302.94,2024-01-18,2024-01-22,2024-01-28,Late
100914,100914,7,9,3.5,0.14,0.04,210,236.08,2023-12-21,2023-12-25,2023-12-26,On Time
100915,100915,10,5,4.0,0.18,0.05,250,229.96,2025-06-10,2025-06-14,2025-06-15,On Time
100916,100916,9,13,3.0,0.09,0.025,190,163.49,2023-10-28,2023-10-31,2023-11-02,On Time
100917,100917,4,2,2.8,0.1,0.03,200,229.96,2023-04-17,2023-04-20,2023-04-22,On Time
100918,100918,8,10,6.0,0.32,0.09,300,371.31,2025-08-08,2025-08-14,2025-08-16,On Time
100919,100919,5,10,5.2,0.28,0.08,280,241.63,2025-09-16,2025-09-22,2025-09-28,Late
100920,100920,9,9,3.0,0.09,0.025,190,224.13,2025-09-04,2025-09-07,2025-09-09,On Time
100921,100921,2,10,3.2,0.12,0.03,220,212.64,2023-07-20,2023-07-24,2023-07-26,On Time
100922,100922,4,13,2.8,0.1,0.03,200,176.88,2024-03-28,2024-03-31,2024-04-01,On Time
100923,100923,5,3,5.2,0.28,0.08,280,347.89,2023-11-15,2023-11-21,2023-11-26,Late
100924,100924,10,6,4.0,0.18,0.05,250,293.15,2023-10-14,2023-10-18,2023-10-19,On Time
100925,100925,9,15,3.0,0.09,0.025,190,211.49,2025-10-02,2025-10-05,,Failed
100926,100926,7,14,3.5,0.14,0.04,210,202.94,2023-05-23,2023-05-27,2023-05-28,On Time
100927,100927,5,10,5.2,0.28,0.08,280,276.55,2024-10-24,2024-10-30,,Failed
100928,100928,4,13,2.8,0.1,0.03,200,233.22,2025-02-23,2025-02-26,2025-02-28,Late
100929,100929,9,12,3.0,0.09,0.025,190,220.76,2023-03-16,2023-03-19,2023-03-21,On Time
100930,100930,10,3,4.0,0.18,0.05,250,249.33,2025-08-21,2025-08-25,2025-08-27,On Time
100931,100931,6,4,2.2,0.06,0.015,240,275.5,2023-09-05,2023-09-08,2023-09-09,On Time
100932,100932,9,12,3.0,0.09,0.025,190,228.57,2024-03-26,2024-03-29,2024-03-31,On Time
100933,100933,5,12,5.2,0.28,0.08,280,291.61,2024-08-16,2024-08-22,,Failed
100934,100934,8,2,6.0,0.32,0.09,300,296.45,2025-08-16,2025-08-22,2025-08-28,Late
100935,100935,10,6,4.0,0.18,0.05,250,232.16,2025-12-18,2025-12-22,2025-12-22,On Time
100936,100936,9,11,3.0,0.09,0.025,190,214.01,2023-09-29,2023-10-02,2023-10-07,Late
100937,100937,2,3,3.2,0.12,0.03,220,253.66,2024-03-23,2024-03-27,2024-03-29,On Time
100938,100938,5,7,5.2,0.28,0.08,280,324.67,2024-10-29,2024-11-04,2024-11-05,On Time
100939,100939,6,1,2.2,0.06,0.015,240,286.57,2024-03-26,2024-03-29,2024-04-04,Late
100940,100940,5,10,5.2,0.28,0.08,280,305.13,2023-03-30,2023-04-05,2023-04-10,Late
100941,100941,7,1,3.5,0.14,0.04,210,261.83,2025-05-05,2025-05-09,2025-05-11,On Time
100942,100942,8,1,6.0,0.32,0.09,300,361.09,2024-09-09,2024-09-15,2024-09-16,On Time
100943,100943,8,13,6.0,0.32,0.09,300,265.4,2023-05-22,2023-05-28,,Failed
100944,100944,3,7,4.8,0.24,0.07,260,231.11,2024-11-30,2024-12-05,2024-12-05,On Time
100945,100945,1,7,2.5,0.08,0.02,180,174.76,2025-09-20,2025-09-23,2025-09-23,On Time
100946,100946,4,3,2.8,0.1,0.03,200,226.65,2024-12-07,2024-12-10,2024-12-12,On Time
100947,100947,10,5,4.0,0.18,0.05,250,213.44,2024-06-06,2024-06-10,2024-06-11,On Time
100948,100948,1,15,2.5,0.08,0.02,180,182.22,2025-05-03,2025-05-06,2025-05-08,On Time
100949,100949,5,6,5.2,0.28,0.08,280,299.63,2023-10-25,2023-10-31,2023-10-31,On Time
100950,100950,8,14,6.0,0.32,0.09,300,371.62,2023-04-14,2023-04-20,2023-04-20,On Time
100951,100951,3,5,4.8,0.24,0.07,260,313.28,2024-06-21,2024-06-26,2024-06-28,On Time
100952,100952,1,6,2.5,0.08,0.02,180,187.06,2023-11-02,2023-11-05,2023-11-11,Late
100953,100953,8,11,6.0,0.32,0.09,300,312.71,2024-06-21,2024-06-27,2024-06-29,On Time
100954,100954,4,4,2.8,0.1,0.03,200,197.5,2025-01-29,2025-02-01,2025-02-01,On Time
100955,100955,10,5,4.0,0.18,0.05,250,291.09,2025-07-16,2025-07-20,2025-07-21,On Time
100956,100956,2,1,3.2,0.12,0.03,220,212.59,2024-10-10,2024-10-14,2024-10-16,On Time
100957,100957,3,15,4.8,0.24,0.07,260,252.9,2024-10-29,2024-11-03,2024-11-04,On Time
100958,100958,1,2,2.5,0.08,0.02,180,185.98,2025-11-06,2025-11-09,2025-11-11,On Time
100959,100959,3,2,4.8,0.24,0.07,260,292.7,2025-09-22,2025-09-27,2025-09-29,On Time
100960,100960,5,12,5.2,0.28,0.08,280,338.59,2025-05-09,2025-05-15,2025-05-17,On Time
100961,100961,1,6,2.5,0.08,0.02,180,159.67,2025-09-23,2025-09-26,2025-09-28,On Time
100962,100962,5,3,5.2,0.28,0.08,280,346.96,2024-05-31,2024-06-06,2024-06-06,On Time
100963,100963,6,12,2.2,0.06,0.015,240,233.27,2025-04-20,2025-04-23,2025-04-25,On Time
100964,100964,5,14,5.2,0.28,0.08,280,248.16,2024-08-07,2024-08-13,2024-08-19,Late
100965,100965,4,3,2.8,0.1,0.03,200,206.09,2024-11-05,2024-11-08,2024-11-09,On Time
100966,100966,10,13,4.0,0.18,0.05,250,283.91,2024-12-24,2024-12-28,2025-01-02,Late
100967,100967,10,10,4.0,0.18,0.05,250,294.59,2023-03-27,2023-03-31,2023-04-03,Late
100968,100968,1,10,2.5,0.08,0.02,180,208.66,2023-01-12,2023-01-15,2023-01-15,On Time
100969,100969,4,1,2.8,0.1,0.03,200,208.84,2025-11-10,2025-11-13,2025-11-13,On Time
100970,100970,8,14,6.0,0.32,0.09,300,320.48,2024-02-04,2024-02-10,2024-02-14,Late
100971,100971,3,15,4.8,0.24,0.07,260,256.77,2023-02-25,2023-03-02,2023-03-03,On Time
100972,100972,6,12,2.2,0.06,0.015,240,225.57,2023-05-14,2023-05-17,2023-05-19,On Time
100973,100973,8,11,6.0,0.32,0.09,300,298.29,2023-02-12,2023-02-18,2023-02-18,On Time
100974,100974,4,1,2.8,0.1,0.03,200,174.19,2023-09-20,2023-09-23,2023-09-23,On Time
100975,100975,7,5,3.5,0.14,0.04,210,197.31,2025-03-10,2025-03-14,2025-03-14,On Time
100976,100976,5,1,5.2,0.28,0.08,280,288.52,2025-06-28,2025-07-04,2025-07-12,Late
100977,100977,1,1,2.5,0.08,0.02,180,208.49,2023-03-10,2023-03-13,,Failed
100978,100978,1,5,2.5,0.08,0.02,180,206.87,2024-08-24,2024-08-27,2024-08-29,On Time
100979,100979,4,13,2.8,0.1,0.03,200,231.15,2024-12-25,2024-12-28,2024-12-28,On Time
100980,100980,10,8,4.0,0.18,0.05,250,302.03,2025-08-01,2025-08-05,2025-08-07,On Time
100981,100981,2,6,3.2,0.12,0.03,220,238.05,2025-09-19,2025-09-23,2025-09-23,On Time
100982,100982,3,15,4.8,0.24,0.07,260,239.22,2025-09-01,2025-09-06,2025-09-08,On Time
100983,100983,4,9,2.8,0.1,0.03,200,180.52,2025-02-24,2025-02-27,2025-02-27,On Time
100984,100984,4,5,2.8,0.1,0.03,200,176.93,2025-06-02,2025-06-05,2025-06-07,On Time
100985,100985,6,4,2.2,0.06,0.015,240,266.09,2025-03-27,2025-03-30,2025-03-30,On Time
100986,100986,10,3,4.0,0.18,0.05,250,233.25,2025-04-15,2025-04-19,2025-04-19,On Time
100987,100987,3,2,4.8,0.24,0.07,260,249.16,2025-09-15,2025-09-20,,Failed
100988,100988,8,7,6.0,0.32,0.09,300,318.7,2023-07-02,2023-07-08,2023-07-09,On Time
100989,100989,10,3,4.0,0.18,0.05,250,256.2,2023-04-05,2023-04-09,2023-04-10,On Time
100990,100990,4,15,2.8,0.1,0.03,200,217.25,2023-10-23,2023-10-26,2023-10-28,On Time
100991,100991,5,1,5.2,0.28,0.08,280,291.71,2025-11-08,2025-11-14,2025-11-14,On Time
100992,100992,8,3,6.0,0.32,0.09,300,348.4,2025-02-10,2025-02-16,2025-02-18,On Time
100993,100993,3,14,4.8,0.24,0.07,260,282.98,2024-05-30,2024-06-04,2024-06-05,On Time
100994,100994,2,8,3.2,0.12,0.03,220,246.84,2023-11-26,2023-11-30,2023-12-01,On Time
100995,100995,3,15,4.8,0.24,0.07,260,324.27,2023-08-07,2023-08-12,2023-08-14,Late
100996,100996,1,6,2.5,0.08,0.02,180,212.75,2024-02-16,2024-02-19,2024-02-20,On Time
100997,100997,5,13,5.2,0.28,0.08,280,326.2,2025-11-08,2025-11-14,2025-11-15,On Time
100998,100998,7,9,3.5,0.14,0.04,210,190.34,2025-10-23,2025-10-27,2025-10-27,On Time
100999,100999,6,13,2.2,0.06,0.015,240,238.36,2025-12-02,2025-12-05,2025-12-07,On Time
101000,101000,1,7,2.5,0.08,0.02,180,159.07,2025-02-12,2025-02-15,2025-02-15,On Time
101001,101001,9,15,3.0,0.09,0.025,190,202.6,2024-10-04,2024-10-07,2024-10-09,On Time
101002,101002,3,12,4.8,0.24,0.07,260,302.97,2023-04-27,2023-05-02,2023-05-03,On Time
101003,101003,7,13,3.5,0.14,0.04,210,244.04,2024-10-11,2024-10-15,2024-10-16,On Time
101004,101004,7,15,3.5,0.14,0.04,210,200.79,2025-03-01,2025-03-05,2025-03-06,On Time
101005,101005,5,5,5.2,0.28,0.08,280,296.14,2024-04-05,2024-04-11,2024-04-18,Late
101006,101006,7,6,3.5,0.14,0.04,210,254.71,2025-05-19,2025-05-23,2025-05-23,On Time
101007,101007,3,1,4.8,0.24,0.07,260,261.34,2024-10-08,2024-10-13,2024-10-19,Late
101008,101008,3,14,4.8,0.24,0.07,260,269.89,2025-09-27,2025-10-02,2025-10-08,Late
101009,101009,7,1,3.5,0.14,0.04,210,197.59,2023-04-28,2023-05-02,2023-05-02,On Time
101010,101010,6,8,2.2,0.06,0.015,240,271.34,2025-01-20,2025-01-23,2025-01-24,On Time
101011,101011,2,11,3.2,0.12,0.03,220,219.19,2024-01-13,2024-01-17,2024-01-17,On Time
101012,101012,5,5,5.2,0.28,0.08,280,250.46,2023-04-15,2023-04-21,2023-04-22,On Time
101013,101013,5,10,5.2,0.28,0.08,280,324.58,2023-11-30,2023-12-06,2023-12-06,On Time
101014,101014,2,14,3.2,0.12,0.03,220,266.19,2025-04-18,2025-04-22,2025-04-24,On Time
101015,101015,1,2,2.5,0.08,0.02,180,214.6,2023-07-23,2023-07-26,2023-07-27,On Time
101016,101016,3,2,4.8,0.24,0.07,260,315.31,2024-12-20,2024-12-25,2024-12-25,On Time
101017,101017,9,13,3.0,0.09,0.025,190,213.44,2023-08-09,2023-08-12,2023-08-12,On Time
101018,101018,2,9,3.2,0.12,0.03,220,265.84,2024-05-14,2024-05-18,2024-05-20,On Time
101019,101019,9,10,3.0,0.09,0.025,190,177.08,2023-06-09,2023-06-12,2023-06-19,Late
101020,101020,5,6,5.2,0.28,0.08,280,279.43,2025-04-13,2025-04-19,2025-04-20,On Time
101021,101021,3,1,4.8,0.24,0.07,260,225.0,2025-08-13,2025-08-18,2025-08-22,Late
101022,101022,10,14,4.0,0.18,0.05,250,253.77,2024-07-29,2024-08-02,2024-08-03,On Time
101023,101023,8,12,6.0,0.32,0.09,300,274.74,2024-03-05,2024-03-11,,Failed
101024,101024,5,5,5.2,0.28,0.08,280,323.0,2025-10-18,2025-10-24,2025-10-24,On Time
101025,101025,9,2,3.0,0.09,0.025,190,199.52,2025-11-03,2025-11-06,2025-11-06,On Time
101026,101026,2,13,3.2,0.12,0.03,220,257.7,2025-10-18,2025-10-22,2025-10-23,On Time
101027,101027,6,3,2.2,0.06,0.015,240,236.5,2025-05-08,2025-05-11,2025-05-11,On Time
101028,101028,5,5,5.2,0.28,0.08,280,291.45,2023-09-05,2023-09-11,2023-09-14,Late
101029,101029,8,14,6.0,0.32,0.09,300,331.08,2023-06-25,2023-07-01,2023-07-02,On Time
101030,101030,1,6,2.5,0.08,0.02,180,223.33,2024-04-27,2024-04-30,2024-05-04,Late
101031,101031,8,4,6.0,0.32,0.09,300,362.28,2024-09-14,2024-09-20,2024-09-22,On Time
101032,101032,3,8,4.8,0.24,0.07,260,243.17,2023-08-06,2023-08-11,2023-08-13,On Time
101033,101033,10,3,4.0,0.18,0.05,250,287.47,2023-06-09,2023-06-13,2023-06-14,On Time
101034,101034,9,12,3.0,0.09,0.025,190,190.23,2023-12-29,2024-01-01,2024-01-01,On Time
101035,101035,1,7,2.5,0.08,0.02,180,175.87,2024-01-20,2024-01-23,2024-01-25,On Time
101036,101036,8,7,6.0,0.32,0.09,300,294.86,2023-09-02,2023-09-08,2023-09-10,On Time
101037,101037,10,7,4.0,0.18,0.05,250,262.94,2024-05-20,2024-05-24,2024-05-25,On Time
101038,101038,3,7,4.8,0.24,0.07,260,248.02,2024-07-15,2024-07-20,2024-07-21,On Time
101039,101039,8,4,6.0,0.32,0.09,300,330.46,2023-04-17,2023-04-23,2023-04-30,Late
101040,101040,10,11,4.0,0.18,0.05,250,301.96,2023-01-01,2023-01-05,2023-01-09,Late
101041,101041,2,2,3.2,0.12,0.03,220,218.47,2023-02-09,2023-02-13,2023-02-13,On Time
101042,101042,2,1,3.2,0.12,0.03,220,195.28,2025-05-17,2025-05-21,2025-05-23,On Time
101043,101043,4,7,2.8,0.1,0.03,200,213.17,2025-06-02,2025-06-05,2025-06-06,On Time
101044,101044,5,2,5.2,0.28,0.08,280,259.79,2023-06-24,2023-06-30,2023-06-30,On Time
101045,101045,2,11,3.2,0.12,0.03,220,236.06,2025-10-29,2025-11-02,2025-11-08,Late
101046,101046,5,3,5.2,0.28,0.08,280,273.1,2023-10-28,2023-11-03,2023-11-03,On Time
101047,101047,8,8,6.0,0.32,0.09,300,272.64,2025-09-08,2025-09-14,2025-09-16,On Time
