PaymentID,OrderID,CustomerID,PaymentMethod,NetSales,PaymentStatus,PaymentAmount
142268,142268,25114,Cash on Delivery,4284.94,Pending Settlement,4284.94
142269,142269,4403,Wallet,14763.19,Completed,14763.19
142270,142270,33429,Wallet,43815.14,Completed,43815.14
142271,142271,35700,Card,85488.43,Completed,85488.43
142272,142272,7342,Wallet,7935.68,Completed,7935.68
142273,142273,37683,Card,10145.92,Completed,10145.92
142274,142274,44077,Bank Transfer,40942.42,Completed,40942.42
142275,142275,40296,Wallet,19252.86,Completed,19252.86
142276,142276,43625,Card,24124.65,Completed,24124.65
142277,142277,13612,Bank Transfer,20130.88,Completed,20130.88
142278,142278,49229,Wallet,2558.93,Completed,2558.93
142279,142279,22865,Bank Transfer,8111.389999999999,Completed,8111.389999999999
142280,142280,42540,Bank Transfer,15603.99,Completed,15603.99
142281,142281,9707,Bank Transfer,6154.32,Completed,6154.32
142282,142282,11436,Card,8773.46,Completed,8773.46
142283,142283,24921,Card,1566.35,Completed,1566.35
142284,142284,34388,Cash on Delivery,11788.21,Pending Settlement,11788.21
142285,142285,40102,Card,55381.15,Completed,55381.15
142286,142286,9889,Bank Transfer,51323.08,Completed,51323.08
142287,142287,46392,Wallet,13898.66,Completed,13898.66
142288,142288,35844,Bank Transfer,11384.81,Completed,11384.81
142289,142289,40145,Bank Transfer,14442.44,Completed,14442.44
142290,142290,15704,Card,19219.0,Completed,19219.0
142291,142291,32377,Bank Transfer,8120.58,Completed,8120.58
142292,142292,24911,Bank Transfer,5991.9,Completed,5991.9
142293,142293,11357,Card,7855.0,Completed,7855.0
142294,142294,30919,Card,84634.51000000001,Completed,84634.51000000001
142295,142295,25003,Bank Transfer,20009.78,Completed,20009.78
142296,142296,19094,Card,8924.36,Completed,8924.36
142297,142297,31635,Card,2246.46,Completed,2246.46
142298,142298,28598,Bank Transfer,67736.35,Completed,67736.35
142299,142299,49434,Wallet,11161.54,Completed,11161.54
142300,142300,45464,Card,9638.28,Completed,9638.28
142301,142301,45708,Card,8388.869999999999,Completed,8388.869999999999
142302,142302,15130,Wallet,3557.88,Completed,3557.88
142303,142303,20793,Wallet,24096.76,Completed,24096.76
142304,142304,2727,Bank Transfer,796.57,Completed,796.57
142305,142305,44752,Wallet,19350.44,Completed,19350.44
142306,142306,46748,Card,8190.63,Completed,8190.63
142307,142307,32135,Wallet,20985.55,Completed,20985.55
142308,142308,2262,Card,34505.729999999996,Completed,34505.729999999996
142309,142309,21608,Card,57207.62,Completed,57207.62
142310,142310,1126,Card,14307.02,Completed,14307.02
142311,142311,602,Wallet,21613.13,Completed,21613.13
142312,142312,24805,Card,11676.66,Completed,11676.66
142313,142313,37597,Card,12355.68,Completed,12355.68
142314,142314,35220,Bank Transfer,15595.27,Completed,15595.27
142315,142315,5798,Bank Transfer,8126.7,Completed,8126.7
142316,142316,27949,Wallet,17043.08,Completed,17043.08
142317,142317,9151,Card,32462.45,Completed,32462.45
142318,142318,12848,Card,13638.21,Completed,13638.21
142319,142319,47174,Wallet,8764.99,Completed,8764.99
142320,142320,7823,Card,12600.0,Completed,12600.0
142321,142321,14773,Card,6707.539999999999,Completed,6707.539999999999
142322,142322,46821,Cash on Delivery,38292.06,Pending Settlement,38292.06
142323,142323,9447,Card,12976.58,Completed,12976.58
142324,142324,17231,Bank Transfer,31703.47,Completed,31703.47
142325,142325,35032,Wallet,93214.29,Completed,93214.29
142326,142326,5435,Wallet,6082.17,Completed,6082.17
142327,142327,34755,Cash on Delivery,23686.92,Pending Settlement,23686.92
142328,142328,29667,Cash on Delivery,7198.72,Pending Settlement,7198.72
142329,142329,1790,Wallet,13886.12,Completed,13886.12
142330,142330,4599,Wallet,3302.5,Completed,3302.5
142331,142331,17706,Card,10070.99,Completed,10070.99
142332,142332,26717,Cash on Delivery,53437.23,Pending Settlement,53437.23
142333,142333,33483,Card,4451.56,Completed,4451.56
142334,142334,34402,Bank Transfer,3706.92,Completed,3706.92
142335,142335,5457,Card,3826.25,Completed,3826.25
142336,142336,37093,Wallet,18724.17,Completed,18724.17
142337,142337,40607,Bank Transfer,10709.1,Completed,10709.1
142338,142338,39994,Card,11503.88,Completed,11503.88
142339,142339,21605,Card,8333.849999999999,Completed,8333.849999999999
142340,142340,2741,Bank Transfer,50728.880000000005,Completed,50728.880000000005
142341,142341,35807,Card,4060.72,Completed,4060.72
142342,142342,20966,Cash on Delivery,17011.04,Pending Settlement,17011.04
142343,142343,37960,Wallet,12202.54,Completed,12202.54
142344,142344,35035,Card,15439.15,Completed,15439.15
142345,142345,1217,Wallet,990.41,Completed,990.41
142346,142346,14320,Card,15970.28,Completed,15970.28
142347,142347,35903,Card,16448.88,Completed,16448.88
142348,142348,14681,Card,1711.83,Completed,1711.83
142349,142349,40714,Bank Transfer,6365.12,Completed,6365.12
142350,142350,7484,Wallet,183854.56,Completed,183854.56
142351,142351,11325,Cash on Delivery,11640.16,Pending Settlement,11640.16
142352,142352,164,Bank Transfer,2887.83,Completed,2887.83
142353,142353,11352,Cash on Delivery,6894.43,Pending Settlement,6894.43
142354,142354,36915,Cash on Delivery,9666.33,Pending Settlement,9666.33
142355,142355,18733,Bank Transfer,32039.159999999996,Completed,32039.159999999996
142356,142356,14565,Card,4558.48,Completed,4558.48
142357,142357,21848,Card,12719.26,Refunded,12719.26
142358,142358,40501,Card,18598.34,Completed,18598.34
142359,142359,46825,Cash on Delivery,26552.48,Pending Settlement,26552.48
142360,142360,11172,Bank Transfer,40446.28,Completed,40446.28
142361,142361,43175,Bank Transfer,7773.0,Completed,7773.0
142362,142362,42379,Card,14758.45,Completed,14758.45
142363,142363,36032,Card,24136.480000000003,Completed,24136.480000000003
142364,142364,44320,Card,1221.64,Completed,1221.64
142365,142365,28572,Card,643.29,Completed,643.29
142366,142366,45199,Wallet,5159.21,Completed,5159.21
142367,142367,27629,Card,6694.4800000000005,Completed,6694.4800000000005
142368,142368,39097,Card,60741.8,Completed,60741.8
142369,142369,14984,Wallet,19335.739999999998,Completed,19335.739999999998
142370,142370,3361,Bank Transfer,30822.010000000002,Completed,30822.010000000002
142371,142371,20582,Wallet,30538.38,Completed,30538.38
142372,142372,15400,Card,49466.38,Completed,49466.38
142373,142373,9454,Card,23891.28,Completed,23891.28
142374,142374,27376,Wallet,5981.61,Completed,5981.61
142375,142375,44334,Cash on Delivery,44696.36,Pending Settlement,44696.36
142376,142376,30871,Wallet,5504.24,Completed,5504.24
142377,142377,11286,Card,7142.85,Completed,7142.85
142378,142378,25397,Card,13530.740000000002,Completed,13530.740000000002
142379,142379,24248,Bank Transfer,6693.97,Completed,6693.97
142380,142380,26603,Cash on Delivery,14790.27,Pending Settlement,14790.27
142381,142381,34365,Card,16026.27,Completed,16026.27
142382,142382,3294,Wallet,4680.08,Completed,4680.08
142383,142383,45698,Cash on Delivery,18304.06,Pending Settlement,18304.06
142384,142384,25171,Wallet,19702.21,Completed,19702.21
142385,142385,32973,Card,15802.079999999998,Completed,15802.079999999998
142386,142386,11312,Card,15465.71,Completed,15465.71
142387,142387,2197,Cash on Delivery,31110.600000000002,Pending Settlement,31110.600000000002
142388,142388,19132,Cash on Delivery,22588.46,Pending Settlement,22588.46
142389,142389,44230,Cash on Delivery,14671.88,Pending Settlement,14671.88
142390,142390,12068,Bank Transfer,42160.409999999996,Completed,42160.409999999996
142391,142391,38613,Card,31184.32,Completed,31184.32
142392,142392,21991,Cash on Delivery,8153.2,Pending Settlement,8153.2
142393,142393,43064,Bank Transfer,7669.77,Completed,7669.77
142394,142394,10477,Wallet,15720.54,Completed,15720.54
142395,142395,25585,Card,3952.15,Completed,3952.15
142396,142396,46250,Card,9102.869999999999,Refunded,9102.869999999999
142397,142397,44298,Wallet,5815.38,Completed,5815.38
142398,142398,4002,Wallet,14666.12,Completed,14666.12
142399,142399,7393,Cash on Delivery,10411.130000000001,Pending Settlement,10411.130000000001
142400,142400,44541,Card,5910.370000000001,Completed,5910.370000000001
142401,142401,46600,Cash on Delivery,9030.27,Pending Settlement,9030.27
142402,142402,39391,Card,8308.17,Completed,8308.17
142403,142403,9946,Card,82295.91,Completed,82295.91
142404,142404,12456,Cash on Delivery,10389.35,Pending Settlement,10389.35
142405,142405,5273,Cash on Delivery,7787.36,Pending Settlement,7787.36
142406,142406,38741,Card,15137.94,Completed,15137.94
142407,142407,37637,Bank Transfer,57384.93,Completed,57384.93
142408,142408,30224,Card,44291.92,Completed,44291.92
142409,142409,46611,Bank Transfer,73135.25,Completed,73135.25
142410,142410,33443,Card,5020.58,Completed,5020.58
142411,142411,6671,Wallet,8265.64,Completed,8265.64
142412,142412,17261,Bank Transfer,31547.910000000003,Completed,31547.910000000003
142413,142413,24656,Card,64442.649999999994,Completed,64442.649999999994
142414,142414,1736,Cash on Delivery,14964.39,Pending Settlement,14964.39
142415,142415,30339,Card,18742.489999999998,Completed,18742.489999999998
142416,142416,10117,Card,25965.940000000002,Completed,25965.940000000002
142417,142417,32375,Wallet,6473.56,Completed,6473.56
142418,142418,15405,Card,7300.23,Completed,7300.23
142419,142419,29665,Bank Transfer,4595.96,Refunded,4595.96
142420,142420,18550,Wallet,2012.64,Completed,2012.64
142421,142421,13591,Card,4537.6,Completed,4537.6
142422,142422,38545,Card,10037.99,Completed,10037.99
142423,142423,960,Card,14749.08,Completed,14749.08
142424,142424,32838,Cash on Delivery,5744.150000000001,Pending Settlement,5744.150000000001
142425,142425,46528,Card,3053.2,Completed,3053.2
142426,142426,27355,Cash on Delivery,9100.89,Pending Settlement,9100.89
142427,142427,10563,Card,15567.42,Refunded,15567.42
142428,142428,20168,Card,18673.79,Completed,18673.79
142429,142429,2587,Wallet,130620.5,Completed,130620.5
142430,142430,34052,Bank Transfer,52126.119999999995,Completed,52126.119999999995
142431,142431,21683,Cash on Delivery,43797.41,Pending Settlement,43797.41
142432,142432,6430,Card,26475.54,Completed,26475.54
142433,142433,46804,Bank Transfer,5092.75,Completed,5092.75
142434,142434,36545,Card,10532.53,Completed,10532.53
142435,142435,1353,Cash on Delivery,2765.04,Pending Settlement,2765.04
142436,142436,45402,Card,4479.03,Completed,4479.03
142437,142437,27472,Bank Transfer,18171.1,Completed,18171.1
142438,142438,12143,Cash on Delivery,1538.82,Pending Settlement,1538.82
142439,142439,20726,Bank Transfer,16982.03,Completed,16982.03
142440,142440,45332,Bank Transfer,62426.91,Completed,62426.91
142441,142441,9795,Cash on Delivery,7931.97,Pending Settlement,7931.97
142442,142442,34142,Card,3881.99,Completed,3881.99
142443,142443,32291,Card,4224.57,Completed,4224.57
142444,142444,12457,Bank Transfer,4411.41,Completed,4411.41
142445,142445,5680,Card,9862.73,Completed,9862.73
142446,142446,37200,Card,3489.32,Completed,3489.32
142447,142447,49736,Wallet,21983.25,Completed,21983.25
142448,142448,41066,Card,6746.08,Completed,6746.08
142449,142449,6662,Wallet,17272.96,Completed,17272.96
142450,142450,46809,Bank Transfer,55311.4,Completed,55311.4
142451,142451,20488,Card,5707.81,Completed,5707.81
142452,142452,37564,Card,1461.68,Completed,1461.68
142453,142453,3030,Card,26552.48,Completed,26552.48
142454,142454,42816,Card,6968.22,Completed,6968.22
142455,142455,31507,Cash on Delivery,5952.52,Pending Settlement,5952.52
142456,142456,29816,Bank Transfer,16666.95,Completed,16666.95
142457,142457,35973,Card,3462.64,Completed,3462.64
142458,142458,24240,Card,2849.61,Completed,2849.61
142459,142459,28801,Card,35467.380000000005,Completed,35467.380000000005
142460,142460,3964,Cash on Delivery,1897.87,Pending Settlement,1897.87
142461,142461,44655,Card,7718.07,Completed,7718.07
142462,142462,11764,Card,25705.57,Completed,25705.57
142463,142463,422,Card,4139.2,Completed,4139.2
142464,142464,43819,Card,18159.65,Completed,18159.65
142465,142465,30377,Wallet,23986.91,Completed,23986.91
142466,142466,39186,Cash on Delivery,41185.56,Pending Settlement,41185.56
142467,142467,43229,Card,12493.75,Completed,12493.75
142468,142468,17389,Bank Transfer,26417.06,Completed,26417.06
142469,142469,13793,Wallet,21602.18,Completed,21602.18
142470,142470,2721,Cash on Delivery,2542.8,Pending Settlement,2542.8
142471,142471,31840,Cash on Delivery,26077.96,Pending Settlement,26077.96
142472,142472,16532,Cash on Delivery,51753.31,Pending Settlement,51753.31
142473,142473,8923,Card,96679.54,Completed,96679.54
142474,142474,21684,Card,22099.26,Completed,22099.26
142475,142475,42666,Bank Transfer,2500.46,Completed,2500.46
142476,142476,9858,Card,14040.080000000002,Completed,14040.080000000002
142477,142477,11378,Card,17426.91,Completed,17426.91
142478,142478,28832,Cash on Delivery,4379.8,Pending Settlement,4379.8
142479,142479,770,Card,3094.87,Completed,3094.87
142480,142480,49039,Card,2852.7,Completed,2852.7
142481,142481,1208,Card,10646.08,Completed,10646.08
142482,142482,13659,Card,14893.53,Completed,14893.53
142483,142483,8054,Bank Transfer,4274.27,Completed,4274.27
142484,142484,38287,Bank Transfer,21031.22,Completed,21031.22
142485,142485,44034,Card,40967.48,Completed,40967.48
142486,142486,11856,Wallet,26018.25,Completed,26018.25
142487,142487,39778,Card,24429.879999999997,Completed,24429.879999999997
142488,142488,31636,Card,21725.18,Completed,21725.18
142489,142489,7813,Card,7709.85,Completed,7709.85
142490,142490,10553,Bank Transfer,29267.46,Completed,29267.46
142491,142491,31293,Card,42873.32,Completed,42873.32
142492,142492,35909,Card,33895.57,Completed,33895.57
142493,142493,17555,Wallet,7596.049999999999,Refunded,7596.049999999999
142494,142494,34025,Cash on Delivery,21470.97,Pending Settlement,21470.97
142495,142495,7935,Card,31577.22,Completed,31577.22
142496,142496,35649,Bank Transfer,10023.74,Completed,10023.74
142497,142497,5182,Wallet,4675.75,Completed,4675.75
142498,142498,49694,Card,79131.75,Completed,79131.75
142499,142499,48191,Bank Transfer,7893.0,Completed,7893.0
142500,142500,23085,Card,3733.8,Refunded,3733.8
142501,142501,4158,Wallet,28893.73,Completed,28893.73
142502,142502,17481,Wallet,8414.54,Completed,8414.54
142503,142503,31828,Card,20658.489999999998,Completed,20658.489999999998
142504,142504,3861,Bank Transfer,41403.78,Completed,41403.78
142505,142505,2791,Wallet,7645.93,Completed,7645.93
142506,142506,443,Card,57702.47,Completed,57702.47
142507,142507,36473,Bank Transfer,9859.01,Completed,9859.01
142508,142508,16006,Cash on Delivery,18439.91,Pending Settlement,18439.91
142509,142509,22268,Bank Transfer,5588.469999999999,Completed,5588.469999999999
142510,142510,40898,Card,7811.76,Refunded,7811.76
142511,142511,33644,Card,3140.46,Completed,3140.46
142512,142512,5708,Wallet,35112.340000000004,Completed,35112.340000000004
142513,142513,21606,Card,4825.02,Completed,4825.02
142514,142514,35182,Cash on Delivery,14160.93,Pending Settlement,14160.93
142515,142515,37316,Card,13276.24,Completed,13276.24
142516,142516,39806,Card,16196.189999999999,Completed,16196.189999999999
142517,142517,37379,Card,18799.300000000003,Refunded,18799.300000000003
142518,142518,13450,Bank Transfer,1893.33,Completed,1893.33
142519,142519,29620,Wallet,6664.84,Completed,6664.84
142520,142520,26114,Card,7804.79,Completed,7804.79
142521,142521,6858,Bank Transfer,16476.92,Refunded,16476.92
142522,142522,20149,Card,16302.84,Completed,16302.84
142523,142523,9650,Bank Transfer,9346.82,Completed,9346.82
142524,142524,10343,Bank Transfer,2590.26,Completed,2590.26
142525,142525,21938,Cash on Delivery,9120.5,Pending Settlement,9120.5
142526,142526,48438,Card,24494.19,Completed,24494.19
142527,142527,43144,Bank Transfer,52993.56,Completed,52993.56
142528,142528,28559,Card,22471.489999999998,Completed,22471.489999999998
142529,142529,27750,Cash on Delivery,8825.45,Pending Settlement,8825.45
142530,142530,36929,Bank Transfer,29729.27,Completed,29729.27
142531,142531,35207,Card,36275.85,Completed,36275.85
142532,142532,35346,Bank Transfer,2752.29,Completed,2752.29
142533,142533,42885,Card,36350.61,Completed,36350.61
142534,142534,23179,Wallet,20618.33,Completed,20618.33
142535,142535,24177,Cash on Delivery,12348.59,Pending Settlement,12348.59
142536,142536,33002,Bank Transfer,4792.58,Completed,4792.58
142537,142537,26652,Cash on Delivery,35834.64,Pending Settlement,35834.64
142538,142538,15290,Card,15342.189999999999,Completed,15342.189999999999
142539,142539,14056,Bank Transfer,16455.16,Completed,16455.16
142540,142540,24181,Wallet,1917.46,Completed,1917.46
142541,142541,32655,Bank Transfer,13682.74,Completed,13682.74
142542,142542,32795,Card,5026.84,Completed,5026.84
142543,142543,2193,Cash on Delivery,5945.52,Pending Settlement,5945.52
142544,142544,39379,Bank Transfer,3627.95,Completed,3627.95
142545,142545,17823,Wallet,65737.51,Completed,65737.51
142546,142546,22642,Card,6543.05,Completed,6543.05
142547,142547,34276,Bank Transfer,86163.45999999999,Completed,86163.45999999999
142548,142548,44807,Bank Transfer,1381.44,Completed,1381.44
142549,142549,34416,Card,6109.98,Completed,6109.98
142550,142550,24564,Bank Transfer,9292.02,Completed,9292.02
142551,142551,8389,Wallet,21086.04,Completed,21086.04
142552,142552,47519,Card,24847.69,Completed,24847.69
142553,142553,18908,Bank Transfer,9186.84,Completed,9186.84
142554,142554,7674,Bank Transfer,53090.689999999995,Completed,53090.689999999995
142555,142555,40666,Card,11464.14,Completed,11464.14
142556,142556,34787,Bank Transfer,10319.67,Completed,10319.67
142557,142557,26814,Bank Transfer,24195.379999999997,Completed,24195.379999999997
142558,142558,33597,Bank Transfer,3038.14,Completed,3038.14
142559,142559,15257,Wallet,8430.81,Completed,8430.81
142560,142560,29901,Card,34947.58,Completed,34947.58
142561,142561,21537,Card,8495.47,Completed,8495.47
142562,142562,6562,Wallet,3872.17,Completed,3872.17
142563,142563,38422,Bank Transfer,1873.75,Completed,1873.75
142564,142564,22841,Card,16779.15,Completed,16779.15
142565,142565,16460,Card,13422.91,Completed,13422.91
142566,142566,45346,Card,16977.030000000002,Completed,16977.030000000002
142567,142567,21147,Bank Transfer,1388.13,Completed,1388.13
142568,142568,32476,Wallet,3657.84,Completed,3657.84
142569,142569,39626,Card,48319.15,Completed,48319.15
142570,142570,30790,Bank Transfer,6144.18,Completed,6144.18
142571,142571,5125,Bank Transfer,5569.58,Completed,5569.58
142572,142572,6448,Bank Transfer,8470.28,Completed,8470.28
142573,142573,12197,Bank Transfer,2406.58,Completed,2406.58
142574,142574,47996,Bank Transfer,17208.2,Completed,17208.2
142575,142575,28057,Wallet,87831.94,Completed,87831.94
142576,142576,16488,Cash on Delivery,72249.62,Pending Settlement,72249.62
142577,142577,45727,Card,1034.87,Completed,1034.87
142578,142578,22741,Bank Transfer,23496.059999999998,Completed,23496.059999999998
142579,142579,2463,Card,5298.7,Completed,5298.7
142580,142580,26423,Card,9224.54,Completed,9224.54
142581,142581,26113,Cash on Delivery,3172.34,Pending Settlement,3172.34
142582,142582,41871,Bank Transfer,2717.69,Completed,2717.69
142583,142583,24645,Wallet,13286.17,Completed,13286.17
142584,142584,39868,Wallet,18193.100000000002,Completed,18193.100000000002
142585,142585,17066,Cash on Delivery,6231.96,Pending Settlement,6231.96
142586,142586,37776,Cash on Delivery,20685.12,Pending Settlement,20685.12
142587,142587,84,Card,5713.46,Completed,5713.46
142588,142588,42549,Card,19566.57,Completed,19566.57
142589,142589,36261,Bank Transfer,17741.239999999998,Completed,17741.239999999998
142590,142590,6505,Bank Transfer,7321.97,Completed,7321.97
142591,142591,30810,Bank Transfer,27566.29,Completed,27566.29
142592,142592,30250,Wallet,9424.24,Completed,9424.24
142593,142593,35196,Bank Transfer,8727.83,Completed,8727.83
142594,142594,19368,Wallet,6753.19,Completed,6753.19
142595,142595,37042,Wallet,4301.9,Completed,4301.9
142596,142596,25867,Card,6663.49,Completed,6663.49
142597,142597,18930,Card,22976.03,Completed,22976.03
142598,142598,33162,Bank Transfer,4330.1,Completed,4330.1
142599,142599,31869,Card,16451.41,Completed,16451.41
142600,142600,40301,Wallet,15674.53,Completed,15674.53
142601,142601,47837,Cash on Delivery,1320.89,Pending Settlement,1320.89
142602,142602,6504,Bank Transfer,9253.9,Completed,9253.9
142603,142603,23091,Card,5014.93,Completed,5014.93
142604,142604,47374,Card,7574.22,Completed,7574.22
142605,142605,40918,Bank Transfer,10746.96,Completed,10746.96
142606,142606,48948,Cash on Delivery,22049.99,Pending Settlement,22049.99
142607,142607,6092,Bank Transfer,4184.59,Completed,4184.59
142608,142608,11527,Wallet,27519.2,Completed,27519.2
142609,142609,40251,Bank Transfer,4574.36,Completed,4574.36
142610,142610,15005,Cash on Delivery,4778.1,Pending Settlement,4778.1
142611,142611,48369,Bank Transfer,11376.36,Completed,11376.36
142612,142612,20894,Wallet,56544.42,Completed,56544.42
142613,142613,17230,Cash on Delivery,5624.1,Pending Settlement,5624.1
142614,142614,11445,Card,1406.25,Completed,1406.25
142615,142615,33465,Card,16064.18,Completed,16064.18
142616,142616,23987,Wallet,11617.91,Completed,11617.91
142617,142617,4944,Wallet,3677.5699999999997,Completed,3677.5699999999997
142618,142618,46846,Cash on Delivery,36666.19,Pending Settlement,36666.19
142619,142619,23214,Card,19850.94,Completed,19850.94
142620,142620,4862,Card,27595.11,Completed,27595.11
142621,142621,30574,Wallet,23842.5,Completed,23842.5
142622,142622,14343,Card,3797.59,Completed,3797.59
142623,142623,18194,Card,55827.21,Completed,55827.21
142624,142624,7070,Wallet,32447.190000000002,Completed,32447.190000000002
142625,142625,22894,Bank Transfer,7326.81,Completed,7326.81
142626,142626,43570,Card,7471.18,Completed,7471.18
142627,142627,26336,Cash on Delivery,14592.19,Pending Settlement,14592.19
142628,142628,46280,Card,19157.82,Completed,19157.82
142629,142629,26785,Card,35766.86,Completed,35766.86
142630,142630,32219,Wallet,20829.510000000002,Completed,20829.510000000002
142631,142631,17624,Wallet,78206.16,Completed,78206.16
142632,142632,16297,Card,8727.12,Completed,8727.12
142633,142633,26833,Card,18426.6,Completed,18426.6
142634,142634,5694,Bank Transfer,17546.3,Completed,17546.3
142635,142635,5047,Card,20183.67,Completed,20183.67
142636,142636,4041,Card,52763.270000000004,Completed,52763.270000000004
142637,142637,4860,Bank Transfer,25648.789999999997,Completed,25648.789999999997
142638,142638,36675,Card,20244.04,Completed,20244.04
142639,142639,3243,Card,8724.8,Completed,8724.8
142640,142640,47959,Bank Transfer,24620.65,Completed,24620.65
142641,142641,24628,Bank Transfer,2191.31,Completed,2191.31
142642,142642,9068,Wallet,4877.54,Completed,4877.54
142643,142643,41522,Card,7901.54,Completed,7901.54
142644,142644,17054,Bank Transfer,25834.95,Completed,25834.95
142645,142645,42510,Card,18375.809999999998,Completed,18375.809999999998
142646,142646,8166,Wallet,16958.45,Refunded,16958.45
142647,142647,10994,Wallet,239359.71,Completed,239359.71
142648,142648,24684,Card,21294.22,Completed,21294.22
142649,142649,25616,Cash on Delivery,83231.47,Pending Settlement,83231.47
142650,142650,49872,Wallet,17641.16,Completed,17641.16
142651,142651,29403,Card,2098.63,Completed,2098.63
142652,142652,24176,Cash on Delivery,87865.67,Pending Settlement,87865.67
142653,142653,33962,Wallet,4793.46,Completed,4793.46
142654,142654,18880,Card,4613.63,Completed,4613.63
142655,142655,21996,Cash on Delivery,30219.300000000003,Pending Settlement,30219.300000000003
142656,142656,17672,Card,14349.78,Completed,14349.78
142657,142657,21305,Wallet,9130.06,Completed,9130.06
142658,142658,20895,Card,4556.22,Completed,4556.22
142659,142659,8958,Wallet,5495.72,Completed,5495.72
142660,142660,10148,Wallet,1013.0,Completed,1013.0
142661,142661,30706,Card,11857.02,Completed,11857.02
142662,142662,24767,Bank Transfer,23005.47,Completed,23005.47
142663,142663,43612,Card,8361.9,Completed,8361.9
142664,142664,36319,Bank Transfer,5070.56,Completed,5070.56
142665,142665,861,Bank Transfer,26879.01,Completed,26879.01
142666,142666,41165,Bank Transfer,69445.62,Completed,69445.62
142667,142667,5788,Bank Transfer,2518.61,Completed,2518.61
142668,142668,49927,Card,13079.36,Completed,13079.36
142669,142669,36149,Card,41701.39,Completed,41701.39
142670,142670,33465,Cash on Delivery,4092.97,Pending Settlement,4092.97
142671,142671,19276,Wallet,16224.53,Completed,16224.53
142672,142672,35926,Card,2118.73,Completed,2118.73
142673,142673,31106,Wallet,6194.6,Completed,6194.6
142674,142674,17410,Bank Transfer,7535.34,Completed,7535.34
142675,142675,9527,Card,3083.46,Completed,3083.46
142676,142676,26422,Card,16640.46,Completed,16640.46
142677,142677,6131,Card,45353.52,Completed,45353.52
142678,142678,48216,Wallet,65733.79000000001,Completed,65733.79000000001
142679,142679,1056,Card,10386.48,Completed,10386.48
142680,142680,40634,Wallet,1233.11,Completed,1233.11
142681,142681,21381,Bank Transfer,23475.44,Completed,23475.44
142682,142682,21124,Bank Transfer,5852.15,Completed,5852.15
142683,142683,14783,Wallet,75294.0,Completed,75294.0
142684,142684,10473,Bank Transfer,26109.36,Completed,26109.36
142685,142685,3428,Bank Transfer,65872.64,Completed,65872.64
142686,142686,41281,Card,12350.75,Refunded,12350.75
142687,142687,27304,Card,32158.48,Completed,32158.48
142688,142688,23578,Card,13828.69,Completed,13828.69
142689,142689,32058,Card,5614.67,Completed,5614.67
142690,142690,6732,Card,14011.73,Completed,14011.73
142691,142691,25808,Bank Transfer,79587.28,Completed,79587.28
142692,142692,27170,Card,1660.56,Completed,1660.56
142693,142693,37939,Wallet,3656.44,Completed,3656.44
142694,142694,1523,Bank Transfer,42546.380000000005,Completed,42546.380000000005
142695,142695,6835,Wallet,6554.49,Completed,6554.49
142696,142696,20851,Wallet,25239.840000000004,Completed,25239.840000000004
142697,142697,17421,Wallet,24721.3,Completed,24721.3
142698,142698,39240,Card,4560.25,Refunded,4560.25
142699,142699,45843,Bank Transfer,4556.28,Completed,4556.28
142700,142700,6113,Card,21095.75,Completed,21095.75
142701,142701,46737,Wallet,5373.0,Completed,5373.0
142702,142702,30857,Bank Transfer,8492.87,Completed,8492.87
142703,142703,43644,Wallet,24339.879999999997,Completed,24339.879999999997
142704,142704,44494,Cash on Delivery,29386.22,Pending Settlement,29386.22
142705,142705,42317,Wallet,17977.62,Completed,17977.62
142706,142706,3041,Cash on Delivery,13089.460000000001,Pending Settlement,13089.460000000001
142707,142707,39985,Card,47610.509999999995,Completed,47610.509999999995
142708,142708,47690,Card,8030.3099999999995,Completed,8030.3099999999995
142709,142709,4906,Wallet,22469.35,Completed,22469.35
142710,142710,33148,Card,12399.36,Completed,12399.36
142711,142711,34699,Cash on Delivery,26437.199999999997,Pending Settlement,26437.199999999997
142712,142712,11364,Cash on Delivery,3159.2,Pending Settlement,3159.2
142713,142713,41930,Bank Transfer,4836.83,Completed,4836.83
142714,142714,26257,Card,29475.510000000002,Completed,29475.510000000002
142715,142715,35665,Card,56346.520000000004,Completed,56346.520000000004
142716,142716,13816,Bank Transfer,6756.51,Completed,6756.51
142717,142717,28914,Card,14494.32,Completed,14494.32
142718,142718,11928,Bank Transfer,3826.25,Completed,3826.25
142719,142719,14564,Wallet,1922.77,Completed,1922.77
142720,142720,15817,Cash on Delivery,36113.19,Pending Settlement,36113.19
142721,142721,1068,Wallet,3604.4300000000003,Completed,3604.4300000000003
142722,142722,7630,Card,31724.190000000002,Completed,31724.190000000002
142723,142723,10138,Card,32841.869999999995,Completed,32841.869999999995
142724,142724,36350,Wallet,28913.08,Refunded,28913.08
142725,142725,48605,Cash on Delivery,17873.68,Pending Settlement,17873.68
142726,142726,12851,Cash on Delivery,43333.799999999996,Pending Settlement,43333.799999999996
142727,142727,32840,Bank Transfer,9777.64,Completed,9777.64
142728,142728,32884,Card,5722.1,Completed,5722.1
142729,142729,25662,Card,24250.07,Completed,24250.07
142730,142730,47924,Card,12571.17,Completed,12571.17
142731,142731,5792,Card,72891.0,Completed,72891.0
142732,142732,35122,Bank Transfer,10502.12,Completed,10502.12
142733,142733,13853,Bank Transfer,18419.45,Completed,18419.45
142734,142734,20756,Bank Transfer,56094.43,Completed,56094.43
